"","carat","cut","color","clarity","depth","table","price","x","y","z"
"52811",0.71,"Premium","I","VVS1",63,58,2572,5.68,5.66,3.57
"12419",1.09,"Premium","E","SI1",62.7,58,5237,6.6,6.55,4.12
"8768",1.06,"Ideal","G","SI2",62.2,57,4467,6.51,6.49,4.04
"34666",0.31,"Ideal","E","VS2",61.7,56,872,4.35,4.31,2.67
"11303",1.04,"Premium","H","SI1",59.5,58,4980,6.67,6.58,3.94
"19573",1.12,"Ideal","G","VS1",61.5,56,8202,6.7,6.73,4.13
"7818",1,"Very Good","D","SI2",63.5,59,4295,6.35,6.32,4.02
"15480",1.35,"Ideal","I","SI1",62.3,57,6199,7.11,7.05,4.41
"29468",0.32,"Ideal","E","VS2",61.4,56,702,4.4,4.43,2.71
"29743",0.32,"Ideal","H","VVS1",61.9,54,708,4.4,4.42,2.73
"14519",1.01,"Premium","G","VS2",63,56,5864,6.41,6.35,4.02
"2146",0.93,"Premium","J","VS2",61.1,59,3125,6.34,6.32,3.87
"19063",1.26,"Ideal","H","VS1",61.5,59,7845,6.94,6.91,4.26
"20150",1.5,"Premium","J","VVS2",61.8,60,8603,7.33,7.36,4.54
"6178",0.81,"Very Good","F","VVS2",63.1,56,3992,5.99,5.9,3.75
"36017",0.35,"Premium","E","VS1",62.2,58,921,4.5,4.47,2.79
"38676",0.52,"Very Good","I","SI1",60.3,61,1041,5.14,5.2,3.12
"2214",0.68,"Very Good","G","IF",62.7,56,3143,5.56,5.6,3.5
"13090",1.28,"Ideal","I","SI2",61.7,59,5419,6.96,6.92,4.28
"45453",0.71,"Very Good","J","VS2",62.1,58,1675,5.71,5.73,3.55
"29586",0.43,"Ideal","J","VS1",61.9,55.5,706,4.81,4.84,2.99
"8121",1.34,"Very Good","H","SI2",61.1,63,4352,7.08,7.01,4.3
"41338",0.46,"Very Good","G","VVS2",62.7,53,1216,4.93,4.96,3.1
"14461",1.03,"Ideal","D","SI2",60.7,58,5836,6.51,6.53,3.96
"37624",0.44,"Premium","F","VS2",62.2,58,990,4.88,4.83,3.02
"14073",0.91,"Premium","F","VVS2",63,56,5708,6.17,6.12,3.87
"18759",1.2,"Good","F","VS2",63.8,60,7666,6.6,6.65,4.23
"270",0.7,"Ideal","F","VS1",62.2,56,2792,5.73,5.68,3.55
"38576",0.4,"Premium","H","VS1",62.7,56,1035,4.73,4.71,2.96
"53364",0.7,"Premium","G","VS2",62.2,61,2657,5.59,5.54,3.46
"34566",0.38,"Very Good","D","VS2",58.7,61,871,4.74,4.77,2.79
"44068",0.55,"Very Good","G","VS2",62.3,56,1551,5.24,5.29,3.28
"8439",1.23,"Premium","G","SI2",58.9,62,4408,7.03,6.97,4.12
"9135",1.1,"Very Good","I","SI1",62,59,4537,6.54,6.59,4.07
"52081",0.78,"Ideal","J","VS2",62.3,55,2456,5.88,5.91,3.67
"52608",0.82,"Premium","F","SI2",62.5,59,2544,6,5.94,3.73
"26930",1.73,"Premium","G","VS2",62.9,58,16960,7.65,7.58,4.79
"9286",0.91,"Good","H","VS1",57.8,61,4566,6.4,6.36,3.69
"18575",1.07,"Ideal","G","VS2",61.7,55,7577,6.53,6.57,4.04
"53857",0.53,"Premium","D","VS1",61.3,58,2743,5.2,5.18,3.18
"4626",1.27,"Very Good","I","I1",60.2,62,3665,7,7.05,4.23
"17604",1.72,"Premium","F","I1",60.5,59,7089,7.8,7.71,4.69
"38565",0.5,"Ideal","H","SI1",61.8,56,1035,5.1,5.12,3.16
"33585",0.41,"Very Good","E","VS2",62.7,58,833,4.68,4.73,2.95
"42442",0.54,"Ideal","G","SI1",62.5,56,1314,5.2,5.24,3.26
"12983",1.11,"Premium","H","VS2",62,59,5395,6.66,6.59,4.11
"21794",1.7,"Ideal","H","SI2",61.9,59,9864,7.59,7.67,4.72
"15361",0.3,"Ideal","H","VVS2",61.3,56,605,4.33,4.35,2.66
"48985",0.38,"Very Good","J","SI1",63.2,59,538,4.59,4.62,2.91
"40465",0.32,"Ideal","D","VVS1",61.8,56,1140,4.41,4.39,2.72
"46210",0.51,"Good","G","VVS2",63.5,56,1750,5.07,5.11,3.23
"34761",0.41,"Premium","E","SI2",61.3,59,876,4.85,4.8,2.96
"41207",0.53,"Ideal","H","SI1",61.5,54,1205,5.21,5.26,3.22
"31436",0.3,"Ideal","H","IF",62,57,764,4.26,4.29,2.65
"22286",1.57,"Very Good","I","VS1",59.7,61,10336,7.51,7.62,4.52
"32724",0.31,"Premium","F","VS2",61.8,59,802,4.33,4.31,2.67
"10848",1.16,"Premium","I","SI1",62.7,57,4872,6.76,6.67,4.21
"6104",1.23,"Good","D","I1",63.7,58,3977,6.72,6.79,4.3
"51895",0.73,"Ideal","E","SI2",61.3,54,2431,5.8,5.88,3.58
"13579",1.21,"Premium","J","VS1",59.5,60,5556,6.99,6.9,4.13
"3651",0.91,"Very Good","E","SI2",60,60,3438,6.23,6.28,3.75
"38465",0.34,"Ideal","E","VVS1",61.6,55,1030,4.5,4.52,2.78
"35319",0.42,"Ideal","G","SI1",61.6,56,896,4.81,4.84,2.97
"44078",0.51,"Very Good","F","VS2",63.1,59,1552,5.1,5.04,3.2
"784",0.53,"Ideal","F","VVS1",61.4,57,2860,5.23,5.2,3.2
"37983",0.39,"Ideal","G","VS1",62.6,55,1008,4.66,4.69,2.93
"29928",0.38,"Good","F","VS2",63.4,62,713,4.52,4.56,2.88
"23000",1.2,"Ideal","D","VS1",61,59,11053,6.79,6.85,4.16
"33835",0.34,"Ideal","G","VVS1",61.5,56,844,4.47,4.5,2.75
"25827",1.51,"Premium","E","VS2",62.2,59,14844,7.4,7.36,4.59
"8823",1.02,"Good","E","SI2",64.3,58,4478,6.36,6.26,4.06
"52659",0.71,"Very Good","I","VVS1",63,58,2549,5.6,5.67,3.55
"50294",0.31,"Very Good","G","VS1",60.4,59,542,4.37,4.41,2.65
"31836",0.34,"Very Good","G","VVS2",61.4,59,775,4.47,4.52,2.76
"7793",0.91,"Very Good","E","SI1",63.9,57,4289,6.05,6.12,3.89
"32895",0.36,"Premium","E","SI1",60.8,59,810,4.59,4.56,2.78
"12331",1.2,"Very Good","I","SI1",61.2,62,5226,6.75,6.84,4.16
"42584",0.52,"Ideal","E","SI1",61.4,57,1330,5.15,5.18,3.17
"36769",0.34,"Ideal","E","VS2",62.1,54,956,4.52,4.5,2.8
"44347",0.56,"Ideal","G","VS2",61,57,1580,5.32,5.34,3.25
"29166",0.38,"Ideal","F","VS2",61.2,57,693,4.64,4.67,2.85
"37642",0.41,"Premium","G","VS2",60.7,59,990,4.85,4.8,2.93
"6972",0.95,"Premium","G","SI1",62.6,58,4150,6.26,6.21,3.9
"10840",1.2,"Premium","I","SI1",61.7,56,4872,6.82,6.76,4.19
"43033",0.51,"Very Good","F","SI1",61.8,57,1374,5.1,5.13,3.16
"44123",0.5,"Very Good","E","VS2",62.8,60,1559,5.02,5.08,3.17
"2410",0.72,"Ideal","D","VS2",62.8,57,3179,5.68,5.73,3.58
"46344",0.5,"Very Good","D","VS2",63.4,57,1758,5.09,5.04,3.21
"41676",0.33,"Ideal","F","IF",61.3,55,1240,4.47,4.5,2.75
"50274",0.7,"Very Good","E","SI1",62.6,58,2239,5.66,5.68,3.55
"2799",0.76,"Very Good","E","SI1",60.4,58,3261,5.91,5.97,3.59
"6749",0.33,"Premium","G","VS2",61.3,59,579,4.44,4.46,2.73
"24406",1.55,"Ideal","E","SI1",62.3,56,12646,7.43,7.37,4.61
"7458",0.96,"Good","G","SI1",57.6,59,4234,6.53,6.56,3.77
"45010",0.4,"Ideal","D","VVS1",61.6,56,1637,4.74,4.77,2.93
"41295",0.34,"Ideal","D","VVS1",61.7,56,1211,4.48,4.46,2.76
"24262",1.58,"Very Good","H","VS1",60.3,62,12483,7.53,7.57,4.55
"22715",1.5,"Very Good","D","SI2",64,56,10730,7.17,7.23,4.61
"40940",0.25,"Very Good","I","VVS2",62.1,56,500,4.03,4.05,2.51
"31713",0.42,"Ideal","I","VS1",61.5,55,771,4.83,4.86,2.98
"35571",0.35,"Ideal","F","VS2",60.5,57,906,4.6,4.52,2.76
"17751",1.46,"Very Good","I","SI1",62.5,57,7146,7.15,7.19,4.48
"11762",1.2,"Premium","I","SI2",60,58,5080,6.93,6.91,4.15
"36361",0.41,"Ideal","G","VVS2",62.2,54,939,4.75,4.8,2.97
"48496",0.57,"Ideal","D","VS2",61.8,55,1981,5.32,5.34,3.29
"8501",1.12,"Ideal","J","VS2",60.1,57,4422,6.82,6.75,4.08
"17713",0.41,"Ideal","J","VS2",62.2,54,613,4.76,4.79,2.97
"2744",0.65,"Ideal","G","VVS1",61.9,56,3248,5.56,5.59,3.45
"10427",1.09,"Ideal","H","SI1",62.2,56,4784,6.56,6.59,4.09
"46564",0.53,"Ideal","D","VS2",61,56,1783,5.29,5.26,3.22
"29386",0.31,"Premium","E","SI1",62,58,698,4.35,4.3,2.68
"44919",0.53,"Premium","F","VS2",61.4,60,1631,5.18,5.21,3.19
"35570",0.35,"Ideal","F","VS2",61.4,54,906,4.58,4.54,2.8
"40679",0.4,"Premium","G","VVS1",60.3,58,1155,4.83,4.79,2.9
"38382",0.42,"Premium","E","VS2",61,60,1024,4.85,4.82,2.95
"53074",0.71,"Ideal","F","SI1",61.5,56,2610,5.69,5.76,3.52
"23616",1.34,"Ideal","G","VVS1",62.2,56,11640,7.11,7.04,4.4
"47710",0.57,"Ideal","E","VS1",61.6,55,1884,5.32,5.36,3.29
"16717",0.3,"Ideal","F","SI1",61.2,55,609,4.35,4.37,2.67
"6892",1,"Ideal","I","SI1",61.6,59,4133,6.34,6.42,3.93
"12097",1.08,"Ideal","F","SI2",61.3,55,5164,6.59,6.62,4.05
"51202",0.72,"Ideal","I","SI1",61.3,56,2351,5.78,5.81,3.55
"32495",0.27,"Ideal","F","IF",61.8,55,796,4.16,4.19,2.58
"44092",0.57,"Ideal","H","VS1",61.3,56,1554,5.36,5.38,3.29
"47580",0.6,"Ideal","F","VS2",61.9,55,1875,5.43,5.46,3.37
"39366",0.5,"Very Good","I","SI1",63.4,62,1073,5,4.95,3.15
"36230",0.38,"Ideal","F","VS1",62.4,54,933,4.64,4.68,2.91
"51652",0.26,"Ideal","G","VVS2",62,56,545,4.12,4.15,2.56
"32813",0.34,"Ideal","D","VS2",61.3,57,805,4.47,4.5,2.75
"29432",0.38,"Premium","H","VS2",60.9,60,700,4.62,4.67,2.83
"39063",0.52,"Very Good","E","SI2",64,55,1059,5.07,5.11,3.26
"11310",1.13,"Ideal","F","SI2",61.8,56,4984,6.69,6.73,4.15
"53517",0.9,"Very Good","J","VS2",63.3,56,2686,6.13,6.1,3.87
"53154",0.71,"Premium","G","VS2",62.1,62,2623,5.71,5.65,3.53
"33034",0.32,"Ideal","G","VVS1",61.9,55,814,4.43,4.46,2.75
"1982",0.7,"Ideal","E","VS2",62,57,3093,5.68,5.71,3.53
"49259",0.7,"Very Good","G","SI1",63.3,57,2088,5.58,5.63,3.55
"4961",0.9,"Good","I","IF",63.7,64,3734,6.02,6.07,3.85
"10907",1.06,"Good","I","VS1",58.8,62,4887,6.65,6.72,3.93
"49142",1.05,"Good","E","I1",64.1,58,2066,6.46,6.32,4.09
"53420",0.72,"Very Good","F","SI1",63.4,58,2670,5.69,5.66,3.6
"11176",1.12,"Very Good","F","SI2",61.5,58,4953,6.63,6.68,4.09
"31630",0.3,"Ideal","H","SI1",62.2,57,450,4.27,4.28,2.66
"32848",0.4,"Ideal","G","VS2",62.3,57,807,4.7,4.71,2.93
"52539",1,"Fair","H","SI2",67.8,53,2530,6.08,6.02,4.1
"18591",1.51,"Premium","G","SI1",61.3,61,7585,7.41,7.34,4.52
"39551",0.32,"Ideal","G","VVS1",60.2,56,1080,4.49,4.45,2.69
"34313",0.43,"Good","E","SI2",63.6,55,858,4.83,4.8,3.06
"38522",0.34,"Premium","E","VS1",59.9,58,1033,4.58,4.54,2.73
"43621",0.52,"Ideal","F","SI1",60.4,56,1432,5.22,5.28,3.17
"25120",1.71,"Premium","G","SI1",60.6,58,13666,7.79,7.75,4.71
"32544",0.27,"Ideal","E","VVS2",62.5,57,799,4.13,4.1,2.57
"19193",1.59,"Ideal","J","SI1",61.3,57,7943,7.43,7.52,4.58
"49298",0.39,"Ideal","J","SI1",62.6,53,539,4.68,4.71,2.94
"39935",0.24,"Very Good","F","VVS2",61.9,56,492,3.97,4.01,2.47
"48720",0.63,"Fair","E","VS2",65.7,60,2011,5.41,5.31,3.52
"10792",1.07,"Very Good","D","SI2",62.6,61,4861,6.42,6.49,4.04
"27849",0.33,"Very Good","G","VS1",61,57,652,4.46,4.49,2.72
"4274",0.98,"Fair","H","SI1",68.6,58,3583,6.18,6.04,4.19
"48239",0.53,"Premium","E","VS1",58.5,61,1950,5.39,5.28,3.12
"22496",1.29,"Premium","F","VS1",60.9,58,10530,7.01,6.97,4.26
"50479",0.52,"Ideal","G","IF",61.7,56,2267,5.15,5.19,3.19
"30247",0.26,"Very Good","F","VVS1",63.3,57,724,4.07,4.05,2.57
"35969",0.3,"Ideal","G","SI1",62.3,58,477,4.26,4.28,2.66
"50095",0.61,"Premium","D","VS1",62.4,57,2207,5.46,5.44,3.4
"2360",0.7,"Ideal","H","VVS1",60.2,57,3175,5.78,5.82,3.49
"8000",1.01,"Premium","G","SI2",61.9,59,4327,6.46,6.39,3.98
"33789",0.32,"Ideal","H","IF",60.9,56,842,4.41,4.42,2.69
"15786",1.33,"Premium","I","VS2",62.5,61,6316,7.02,6.99,4.38
"24700",0.3,"Very Good","H","VVS1",61.1,61,638,4.27,4.3,2.62
"2295",0.71,"Premium","D","VS2",62.4,59,3161,5.73,5.68,3.56
"36397",0.31,"Ideal","E","VS1",61.9,56,942,4.34,4.32,2.68
"53523",0.76,"Premium","E","SI2",61.5,58,2688,5.86,5.81,3.59
"28624",0.33,"Ideal","H","SI2",61.1,57,433,4.46,4.48,2.73
"48942",0.69,"Premium","E","VS2",61,60,2045,5.68,5.63,3.45
"4878",0.73,"Ideal","E","VVS2",62,57,3714,5.79,5.73,3.57
"17726",0.32,"Ideal","H","VVS2",62.3,57,614,4.34,4.37,2.71
"16262",1.09,"Premium","G","VS2",60.9,56,6504,6.7,6.67,4.07
"3953",0.7,"Ideal","E","VS2",61,56,3504,5.74,5.78,3.52
"32375",0.32,"Ideal","D","VS1",62.2,54,790,4.41,4.43,2.75
"30712",0.33,"Ideal","E","VS2",61.1,55,738,4.47,4.51,2.74
"43729",0.51,"Ideal","H","VS1",61.1,56,1438,5.11,5.16,3.14
"1167",0.81,"Premium","F","SI1",61.3,60,2926,6,5.94,3.66
"47631",0.67,"Good","I","VVS2",58.9,51,1882,5.74,5.78,3.4
"2736",0.7,"Ideal","G","VVS1",62.6,57,3247,5.65,5.7,3.55
"32937",0.37,"Premium","E","VS2",60.3,58,811,4.63,4.66,2.8
"38865",0.4,"Ideal","F","VS1",62.7,55,1050,4.76,4.74,2.98
"51468",0.72,"Very Good","E","SI2",63.5,59,2376,5.66,5.61,3.58
"12724",1.02,"Premium","H","VS2",62.5,56,5312,6.45,6.42,4.02
"2233",0.72,"Good","F","VVS2",61.3,65,3145,5.76,5.72,3.52
"15587",1.5,"Premium","H","SI2",61.1,59,6250,7.41,7.35,4.51
"22057",1.72,"Good","G","SI2",62.8,59.3,10084,7.55,7.62,4.76
"29006",0.34,"Ideal","H","VVS2",62.2,55,686,4.48,4.49,2.79
"35089",0.3,"Ideal","F","IF",62.4,56,886,4.26,4.3,2.67
"9699",0.32,"Ideal","I","VVS1",62.4,55,589,4.34,4.38,2.72
"48784",0.59,"Very Good","E","VS1",60,56,2021,5.46,5.5,3.29
"15482",1.07,"Ideal","F","SI1",62.3,56,6200,6.51,6.53,4.06
"16390",1.03,"Ideal","F","VS2",59.1,55,6543,6.6,6.69,3.93
"6768",0.91,"Fair","D","VS2",65.7,56,4107,6.1,6.05,3.99
"3551",0.77,"Very Good","F","VVS2",63.5,59,3415,5.77,5.72,3.65
"45245",0.53,"Ideal","G","VS1",62.4,54,1659,5.18,5.21,3.24
"19160",1.08,"Ideal","F","VS2",62.3,54,7917,6.6,6.56,4.1
"34065",0.36,"Ideal","D","SI1",62.7,57,851,4.59,4.54,2.86
"31054",0.34,"Ideal","H","VVS1",61.1,56,751,4.51,4.56,2.77
"36210",0.36,"Premium","H","VVS2",60.6,58,932,4.6,4.58,2.78
"26821",1.51,"Very Good","F","VVS2",61.9,58,16716,7.3,7.36,4.54
"32241",0.43,"Ideal","I","VS1",62.2,53,789,4.86,4.91,3.04
"8261",0.9,"Very Good","F","SI1",61.4,58,4379,6.18,6.23,3.81
"29792",0.3,"Ideal","D","SI1",61.6,56,709,4.34,4.3,2.66
"42634",0.58,"Premium","H","SI1",59.7,57,1332,5.47,5.41,3.25
"24187",1.55,"Ideal","F","SI1",62.1,54,12373,7.42,7.45,4.61
"37915",0.41,"Ideal","D","VS2",62.4,55,1007,4.76,4.79,2.98
"4473",0.98,"Fair","F","SI1",61.8,66,3622,6.38,6.27,3.91
"1189",0.7,"Premium","G","VVS1",62,61,2932,5.71,5.62,3.51
"27912",0.26,"Very Good","F","VVS1",62,55,657,4.08,4.13,2.54
"53048",0.71,"Ideal","I","VVS1",62.3,56,2606,5.7,5.73,3.56
"11097",1,"Premium","D","SI2",59.9,59,4928,6.48,6.44,3.87
"51676",0.72,"Premium","H","SI1",62.7,59,2398,5.73,5.69,3.58
"13165",1.24,"Ideal","E","SI2",59.2,55,5444,7.05,7.03,4.17
"9002",0.91,"Good","E","SI1",63.1,58,4512,6.12,6.17,3.88
"9607",1.02,"Premium","G","SI1",60.8,58,4633,6.46,6.5,3.94
"47531",0.57,"Ideal","F","VS2",60.8,57,1869,5.34,5.37,3.25
"5211",0.9,"Premium","D","SI2",59.8,61,3780,6.21,6.17,3.7
"20238",1.5,"Premium","H","SI1",61.6,58,8669,7.33,7.38,4.53
"20198",1,"Very Good","E","VVS2",61,62,8638,6.4,6.46,3.92
"24917",1.63,"Ideal","F","SI1",61.5,56,13363,7.55,7.58,4.66
"42672",0.51,"Fair","F","VS2",61,66,1334,5.12,5.04,3.1
"13963",1.24,"Ideal","H","VS2",61.4,57,5683,6.92,6.88,4.24
"12941",1,"Very Good","G","VS2",60,55,5385,6.41,6.52,3.88
"28142",0.3,"Ideal","G","VVS2",62.5,55,665,4.3,4.34,2.7
"46057",0.51,"Ideal","E","VS2",62.8,56,1733,5.14,5.11,3.22
"2858",0.9,"Good","E","SI1",62.2,65,3274,6.13,6.08,3.8
"1784",0.83,"Ideal","E","SI2",61.9,53,3049,6.08,6.04,3.75
"52622",0.32,"Good","D","SI1",63.7,55,550,4.31,4.33,2.75
"6157",1.25,"Fair","H","SI2",64.4,58,3990,6.82,6.71,4.36
"40294",0.4,"Ideal","H","VVS2",62.3,57,1125,4.73,4.71,2.94
"2839",0.96,"Premium","J","SI1",60.3,59,3269,6.4,6.36,3.85
"3415",0.31,"Ideal","F","SI1",61.2,55,568,4.37,4.4,2.68
"25651",1.52,"Premium","F","VS2",62.3,56,14544,7.34,7.29,4.56
"41471",0.41,"Ideal","D","VS1",62.1,56,1230,4.8,4.77,2.97
"15691",0.29,"Ideal","G","VVS2",61.4,57,607,4.27,4.3,2.63
"13942",1.22,"Premium","H","SI2",60.7,59,5671,6.91,6.87,4.18
"29614",0.27,"Very Good","G","VS1",61,54,439,4.19,4.21,2.56
"16594",1.03,"Very Good","G","VS1",60.7,58,6628,6.5,6.55,3.96
"22781",1.45,"Premium","D","SI1",62.2,58,10800,7.12,7.03,4.4
"22142",1.52,"Premium","E","SI1",60.2,58,10180,7.44,7.37,4.46
"10536",1,"Very Good","E","SI1",63.4,58,4805,6.29,6.26,3.98
"9818",1.03,"Good","D","SI2",59.3,58,4671,6.57,6.61,3.91
"45726",0.72,"Very Good","H","SI2",63.3,57,1698,5.7,5.67,3.6
"51474",0.73,"Ideal","H","SI1",62.9,58,2377,5.72,5.75,3.61
"14969",1.5,"Very Good","F","I1",63.2,57,6028,7.29,7.24,4.59
"36962",0.41,"Premium","G","VS1",61.9,60,961,4.76,4.7,2.93
"25786",2,"Very Good","E","SI2",63.4,60,14763,7.97,7.92,5.04
"51031",0.71,"Ideal","E","SI1",61.5,57,2329,5.78,5.74,3.54
"21173",1.31,"Ideal","F","SI1",61.6,55,9331,7.04,7.09,4.35
"50669",0.31,"Ideal","G","VS2",59.6,57,544,4.4,4.43,2.63
"37592",0.24,"Very Good","E","VVS2",62.5,58,485,3.96,4.01,2.49
"13813",1.01,"Good","E","SI1",58.1,59,5627,6.57,6.65,3.84
"7214",1.01,"Fair","H","SI1",64.6,55,4191,6.29,6.25,4.05
"21875",1.21,"Very Good","G","VVS2",59.3,58,9942,7.01,7.05,4.17
"10154",1.1,"Premium","D","SI2",62.4,58,4725,6.6,6.57,4.11
"32134",0.41,"Ideal","I","VVS1",62.3,53,785,4.77,4.79,2.98
"11022",1.1,"Premium","H","SI1",61.6,56,4916,6.66,6.61,4.09
"21914",1.02,"Premium","F","VVS1",60.8,58,9980,6.56,6.46,3.96
"6079",1.09,"Premium","I","SI1",61.9,58,3968,6.65,6.58,4.1
"19444",1.06,"Ideal","G","VS1",61.7,57,8093,6.52,6.57,4.04
"17361",1.01,"Premium","G","VVS2",60.9,59,6968,6.59,6.54,4
"14878",1.54,"Good","I","SI2",57.9,62,5989,7.63,7.5,4.38
"7908",0.81,"Ideal","E","VS2",62,57,4314,5.96,5.98,3.7
"24333",1.54,"Premium","G","SI1",61,59,12592,7.43,7.38,4.52
"16625",1.03,"Ideal","G","VS2",62.8,55,6645,6.48,6.44,4.05
"32269",0.3,"Ideal","G","VVS1",62,55,789,4.31,4.34,2.68
"31686",0.26,"Premium","E","VVS1",62.3,60,769,4.09,4.07,2.54
"44039",0.52,"Ideal","D","SI1",61.1,57,1547,5.19,5.25,3.19
"41298",0.34,"Ideal","D","VVS1",61.7,57,1211,4.52,4.49,2.78
"7925",1.04,"Very Good","H","SI1",63.1,58,4316,6.43,6.37,4.04
"11276",1.04,"Ideal","G","SI2",61.9,58,4973,6.47,6.51,4.02
"16450",1.2,"Very Good","H","SI1",62.3,57,6569,6.78,6.76,4.22
"29359",0.31,"Premium","G","VS2",61.7,59,698,4.34,4.31,2.67
"22295",1.7,"Very Good","I","SI1",63.1,57,10341,7.51,7.46,4.72
"11906",1.27,"Premium","J","SI1",61.8,58,5121,6.97,6.91,4.29
"49425",0.7,"Very Good","H","SI1",61.5,57,2107,5.64,5.68,3.48
"36189",0.41,"Very Good","E","VS1",62.9,56,931,4.72,4.78,2.99
"8413",1.04,"Ideal","H","SI2",62.1,56,4404,6.48,6.5,4.03
"22524",1.64,"Ideal","I","VS2",62.5,56,10562,7.58,7.52,4.72
"49634",0.32,"Premium","I","SI1",61.1,59,540,4.42,4.38,2.69
"52010",0.59,"Ideal","G","IF",62,54,2444,5.38,5.43,3.35
"48489",0.5,"Fair","D","VVS2",67.6,57,1980,4.95,4.84,3.31
"10059",0.31,"Ideal","F","VS2",60.5,57,591,4.39,4.41,2.66
"6368",0.32,"Premium","H","SI1",61.3,60,576,4.42,4.36,2.69
"23365",0.31,"Ideal","J","VS1",61.2,55,424,4.37,4.39,2.68
"41433",0.45,"Fair","H","VVS2",65.8,56,1227,4.82,4.7,3.13
"13027",0.26,"Ideal","H","VVS1",61.2,56,600,4.16,4.11,2.53
"23319",1.7,"Ideal","I","VS2",61.7,56,11360,7.72,7.64,4.74
"38039",0.39,"Premium","F","VS1",62,56,1010,4.72,4.64,2.9
"34696",0.3,"Ideal","F","IF",60.8,57,873,4.34,4.38,2.65
"28320",0.24,"Very Good","H","VVS2",60.7,58,432,4.04,4.07,2.46
"16345",1.29,"Very Good","I","VS2",61.8,58,6537,6.94,6.98,4.3
"29744",0.32,"Ideal","H","VVS1",61.3,56,708,4.41,4.43,2.71
"49180",0.78,"Premium","H","SI2",59.7,59,2074,6.03,5.97,3.58
"29348",0.31,"Ideal","G","VS2",62.4,54,698,4.39,4.36,2.73
"40164",0.47,"Premium","G","VS2",61,59,1116,5.03,5,3.06
"9980",1.02,"Very Good","G","SI1",62.9,56,4704,6.36,6.4,4.01
"41201",0.32,"Ideal","F","IF",61.2,56,1204,4.41,4.45,2.71
"8459",1.03,"Premium","G","SI2",59.9,60,4413,6.56,6.5,3.91
"32112",0.3,"Very Good","F","VVS1",61.8,55,783,4.32,4.35,2.68
"30054",0.41,"Premium","G","SI1",61.7,59,719,4.71,4.73,2.91
"52392",0.62,"Ideal","D","VS1",61.9,57,2508,5.47,5.55,3.41
"39488",0.41,"Ideal","E","VS1",62.7,55,1079,4.72,4.76,2.97
"43592",0.31,"Ideal","H","VS2",61.5,56,507,4.38,4.4,2.7
"25850",2,"Premium","G","SI1",59,62,14918,6.16,6.15,4.82
"45289",0.51,"Premium","G","VS1",62.2,58,1662,5.11,5.09,3.17
"2944",1,"Very Good","J","SI2",63.2,62,3293,6.32,6.27,3.98
"16788",0.9,"Ideal","D","VS2",61.2,56,6689,6.2,6.26,3.81
"6615",0.9,"Premium","H","VS2",61.3,59,4082,6.24,6.19,3.81
"39270",0.38,"Premium","G","VS1",61.9,58,1069,4.66,4.62,2.87
"35483",0.31,"Ideal","E","VVS1",61,57,903,4.39,4.37,2.67
"10376",1,"Very Good","E","SI2",61.2,58,4777,6.37,6.41,3.91
"4133",0.72,"Ideal","D","VS2",62,54.8,3543,5.73,5.76,3.56
"50748",0.58,"Premium","E","VS1",62.2,58,2297,5.35,5.3,3.31
"44346",0.55,"Ideal","F","VS2",61.2,55,1580,5.28,5.3,3.24
"41461",0.41,"Premium","G","VVS1",60,59,1230,4.84,4.83,2.9
"6266",0.87,"Ideal","D","SI2",61.4,54,4012,6.15,6.2,3.79
"15321",1.23,"Premium","H","VS2",58.5,62,6150,7,6.98,4.09
"29858",0.3,"Very Good","D","VS2",62.6,61,710,4.22,4.25,2.65
"45993",0.7,"Fair","E","SI2",58.7,68,1723,5.77,5.72,3.37
"43931",0.3,"Ideal","I","VVS2",62.2,56,515,4.27,4.31,2.67
"14019",1.01,"Premium","G","VS2",61.1,60,5701,6.46,6.37,3.92
"33209",0.33,"Ideal","H","IF",61.6,55,820,4.44,4.47,2.74
"14967",1.01,"Ideal","G","VS2",63,57,6027,6.42,6.35,4.02
"15458",1,"Good","D","VS2",62.8,61,6189,6.31,6.34,3.97
"5098",0.91,"Ideal","E","SI2",62.7,57,3756,6.19,6.26,3.9
"31837",0.3,"Good","E","VVS1",63.5,57,775,4.23,4.27,2.7
"23776",1.51,"Ideal","D","SI1",61.9,57,11834,7.35,7.42,4.57
"31327",0.32,"Ideal","E","VS1",61.9,56,758,4.38,4.41,2.72
"24539",1.51,"Fair","E","VS2",65,58,12829,7.06,7.12,4.61
"38872",0.4,"Premium","F","VS1",62.9,58,1050,4.71,4.67,2.95
"4449",0.7,"Ideal","D","VS1",63.1,54,3618,5.62,5.65,3.56
"4120",0.9,"Very Good","G","SI2",62.4,55,3539,6.13,6.17,3.84
"45713",0.56,"Premium","G","VS2",62.5,57,1698,5.28,5.25,3.29
"16484",1.01,"Premium","F","VS2",61.6,59,6587,6.39,6.43,3.95
"37175",0.32,"Ideal","D","VS2",61.6,56,972,4.4,4.37,2.7
"4476",0.92,"Premium","H","SI1",62.4,58,3624,6.19,6.22,3.87
"18169",1.25,"Ideal","H","VS2",62.2,57,7365,6.92,6.88,4.29
"18976",1.21,"Ideal","H","VS1",62.4,53,7811,6.83,6.86,4.27
"21262",1.01,"Premium","F","VVS1",62.8,58,9412,6.39,6.35,4
"47035",0.55,"Ideal","F","VS2",61.1,57,1819,5.3,5.27,3.23
"51830",0.7,"Ideal","F","SI2",61.4,55,2421,5.73,5.77,3.53
